english,urdu
The expression “such amount not exceeding twenty percent” further strengthens the position that the amount required to be deposited by the applicant is to be determined by the court which must not exceed twenty percent of the sale amount but can be less than that.,"""ایسی رقم جو بیس فیصد سے زیادہ نہ ہو"" کا اظہار اس پوزیشن کو مزید تقویت دیتا ہے کہ درخواست دہندہ کے ذریعہ جمع کروانے کے لیے درکار رقم کا تعین عدالت کرے گی جو کہ فروخت کی رقم کے بیس فیصد سے زیادہ نہیں ہونی چاہیے لیکن اس سے کم ہوسکتی ہے۔"
"An applicant cannot anticipate what the direction of the court would be in this regard and, therefore, he cannot deposit the requisite amount at the time of filing the objection petition.",درخواست گزار یہ اندازہ نہیں لگا سکتا کہ اس سلسلے میں عدالت کی کیا ہدایت ہو گی اور اس لیے وہ اعتراض کی درخواست دائر کرتے وقت مطلوبہ رقم جمع نہیں کرا سکتا۔
The mandatory requirement of the second proviso appears to become operative only once the court determines the “amount not exceeding twen ty percent of the sum realised at the sale” and directs the applicant to deposit the same.,"دوسری شرط کی لازمی ضرورت صرف اس وقت فعال ہوتی ہے جب عدالت ""فروخت پر وصول کی گئی رقم کے بیس فیصد سے زیادہ نہ ہو"" کا تعین کرتی ہے اور درخواست گزار کو اسے جمع کرنے کی ہدایت کرتی ہے۔"
"With respect, we find that the view taken in Habib that the second proviso “mandates every application under the provision to be accompanied by 20% of the auction price in order to be entertained ” is manifestly wrong; hence , it is overrule d. Purpose of the second proviso to Rule 90 of Order XXI, CPC 10 Alhamdi Begum v. NBP PLD 1976 Kar.","احترام کے ساتھ، ہمیں معلوم ہوتا ہے کہ حبیب میں لیا گیا یہ نظریہ کہ دوسرا ضابطہ ""ہر درخواست کو نیلامی کی قیمت کے 20% کے ساتھ تفریح ​​کے لیے لازمی قرار دیتا ہے"" صریحاً غلط ہے۔ لہذا، یہ ختم ہو گیا ہے d. آرڈر XXI، CPC 10 الحمدی بیگم بمقابلہ NBP PLD 1976 Kar کے قاعدہ 90 کی دوسری شرط کا مقصد۔"
723 (DB); Shafique Shah v. Irshad Begum 1981 CLC 369; Rukhsana v. Muhammad Ilyas 1993 CLC 1949; Ali Match Industries v. IDB 1999 MLD 2127 (DB); Niamat Ali v. Muhammad Imran PLD 2003 Lah 42; Sultan Mahmood v. HBFC 2006 YLR 2776 and Khursheed v. Inam -Ur- Rehman PLD 2009 Lah 552 (DB).,723 (DB)؛ شفیق شاہ بمقابلہ ارشاد بیگم 1981 CLC 369; رخسانہ بمقابلہ محمد الیاس 1993 CLC 1949; علی میچ انڈسٹریز بمقابلہ IDB 1999 MLD 2127 (DB)؛ نعمت علی بمقابلہ محمد عمران پی ایل ڈی 2003 لاہور 42۔ سلطان محمود بمقابلہ HBFC 2006 YLR 2776 اور خورشید بمقابلہ انعام الرحمان PLD 2009 لاہ 552 (DB)۔
"Next, we briefly discuss the purpose of the second proviso and the considerations that may guide the executing court in exercising its discretion under the second proviso to determine an appropriate amount.",اس کے بعد، ہم دوسری شرط کے مقصد اور ان تحفظات پر مختصراً گفتگو کرتے ہیں جو ایک مناسب رقم کا تعین کرنے کے لیے دوسری شرط کے تحت عمل درآمد کرنے والی عدالت کو اپنی صوابدید استعمال کرنے میں رہنمائی کر سکتے ہیں۔
"Evidently, t he purpose of the second proviso is to discourage frivolous objections.",ظاہر ہے، دوسری شرط کا مقصد فضول اعتراضات کی حوصلہ شکنی کرنا ہے۔
"The condition stipulated in the second proviso for entertaining the application ensures that the rule is not misused to delay the completion of the sale and expeditious conclusion of the execution proceedings , and that the objections are made only by bona fide persons on valid grounds.",درخواست پر غور کرنے کے لیے دوسری شرط میں جو شرط رکھی گئی ہے وہ اس بات کو یقینی بناتی ہے کہ اس قاعدے کا استعمال فروخت کی تکمیل میں تاخیر اور عملدرآمد کی کارروائی کو جلد مکمل کرنے کے لیے نہیں کیا جائے گا، اور یہ کہ اعتراضات صرف حقیقی بنیادوں پر کیے گئے ہیں۔
"If upon adjudication the application is found frivolous, the amount deposited or the security furnished, as the case may be, by the applicant is to be appropriated for awarding costs to the person(s) who suffer from the delay in completing the sale due to the filing of the applic ation.",اگر فیصلے کے بعد درخواست غیر فضول پائی جاتی ہے تو، جمع کی گئی رقم یا سیکیورٹی فراہم کی گئی، جیسا کہ معاملہ ہو، درخواست دہندہ کو ان افراد (افراد) کو اخراجات دینے کے لیے مختص کیا جائے گا جو درخواست دائر کرنے کی وجہ سے فروخت کو مکمل کرنے میں تاخیر کا شکار ہیں۔
"Therefore, in determining the amount required to be deposited, the executing court should consider various factors such as the decretal amount, the time elapsed since filing the execution petition, the sale amount and the applicant's previous conduc t, etc., and fix an amount reflective of the costs likely to be awarded to the affected party in case of dismissal of the application.",لہٰذا، جمع کرنے کے لیے درکار رقم کا تعین کرتے ہوئے، عمل درآمد کرنے والی عدالت کو مختلف عوامل پر غور کرنا چاہیے جیسے کہ تخفیف کی رقم، عمل درآمد کی درخواست دائر کرنے کے بعد گزرا ہوا وقت، فروخت کی رقم اور درخواست دہندہ کی سابقہ ​​کنڈکٹ وغیرہ، اور درخواست خارج کرنے کی صورت میں متاثرہ فریق کو ادا کیے جانے والے اخراجات کی عکاسی کرنے والی رقم طے کرے۔
"The litera l meaning of the second proviso as ascertained above, which signifies the discretion of the court to determine an appropriate amount not exceeding twenty per cent of the sum realised at the sale , thus aligns with its purpose as well.",دوسری شرط کا لغوی معنی جیسا کہ اوپر بیان کیا گیا ہے، جو عدالت کی صوابدید کی نشاندہی کرتا ہے کہ وہ مناسب رقم کا تعین کرے جو فروخت کے وقت وصول کی گئی رقم کے بیس فیصد سے زیادہ نہ ہو، اس طرح اس کے مقصد کے ساتھ بھی مطابقت رکھتا ہے۔
"Effect of Section 19(7) of the Financial Institutions (Recovery of Finances) Ordinance 2001 on Rule 90 of Order XXI, CPC 10.",آرڈر XXI، CPC 10 کے رول 90 پر مالیاتی ادارے (مالیات کی وصولی) آرڈیننس 2001 کے سیکشن 19(7) کا اثر۔
There remains another legal point that needs to be discussed before going on to the facts of the present cases.,موجودہ مقدمات کے حقائق پر جانے سے پہلے ایک اور قانونی نکتہ باقی ہے جس پر بحث کی ضرورت ہے۔
"It is: what is the effect of clauses (a) and (b) of Section 19(7) of the Financial Institutions (Recovery of Finances) Ordinance 2001 (“Ordinance”) on the provisions of Rule 90 of Order XXI, CPC, particularly of the second proviso thereof discussed above.","یہ ہے: مالیاتی ادارے (مالیات کی وصولی) آرڈیننس 2001 (""آرڈیننس"") کے سیکشن 19(7) کی شقوں (a) اور (b) کا آرڈر XXI، CPC کے قاعدہ 90 کی دفعات پر کیا اثر ہے، خاص طور پر اوپر زیر بحث اس کی دوسری شرط کے۔"
"The provisions of the said clauses are reproduced here for ready reference: (7) Notwithstanding anything contained in the Code of Civil Procedure 1908 (Act V of 1908), or any other law for the time being in force - (a) the Banking Court shall follow the summary procedure for purposes of investigation of claims and objections in respect of attachment or sale of any property, whether or not mortgaged, p ledged or hypothecated, and shall complete such investigation within 30 days of filing of the claims or objections; (b) if the claims or objections are found by the Banking Court to be malafide or filed merely to delay the sale of the property, it shall i mpose a penalty upto twenty percent of the sale price of the property; It is evident from reading the above provisions that they have been given an overriding effect over the provisions contained in the CPC .",مذکورہ شقوں کی دفعات یہاں تیار حوالہ کے لیے پیش کی جاتی ہیں: (7) ضابطہ دیوانی پروسیجر 1908 (ایکٹ V کا 1908) میں موجود کسی بھی چیز کے باوجود، یا اس وقت نافذ العمل کسی دوسرے قانون کے باوجود - (a) بینکنگ کورٹ سمری طریقہ کار کی پیروی کرے گی چاہے دعووں کی تفتیش کے مقاصد کے لیے ہو یا جائیداد کے حوالے سے کوئی اعتراض یا منسلکہ نہ ہو۔ رہن رکھا ہوا، پی لیجڈ یا فرضی، اور دعوے یا اعتراضات دائر کرنے کے 30 دنوں کے اندر اس طرح کی تفتیش مکمل کرے گا۔ (b) اگر بینکنگ کورٹ کے دعوے یا اعتراضات غلط پائے جاتے ہیں یا محض جائیداد کی فروخت میں تاخیر کے لیے دائر کیے گئے ہیں، تو کیا میں جائیداد کی فروخت کی قیمت کے بیس فیصد تک جرمانہ عائد کروں گا؛ مندرجہ بالا دفعات کو پڑھنے سے یہ ظاہر ہوتا ہے کہ انہیں CPC میں موجود دفعات پر غالب اثر دیا گیا ہے۔
Similarly C.A.17-L of 20 19 etc .,اسی طرح C.A.17-L of 20 19 وغیرہ۔
"7 as per Section 7(2) of the Ordinance, in the exercise of its civil jurisdiction under the Ordinance , a Banking Court is to follow the procedure provided i n the C PC in all matters but only with respect to which the procedure has not been provided for in the Ordinance .",آرڈیننس کے سیکشن 7(2) کے مطابق، آرڈیننس کے تحت اپنے سول دائرہ اختیار کے استعمال میں، بینکنگ کورٹ کو تمام معاملات میں سی پی سی میں فراہم کردہ طریقہ کار پر عمل کرنا ہے لیکن صرف اس سلسلے میں جس کے لیے آرڈیننس میں طریقہ کار فراہم نہیں کیا گیا ہے۔
